,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
999,16064,"My name is Joel Garret, and I am calling to dispute a charge on my card 6989-4353-8976-5555 that occurred last month, on May 9th. The contractor never performed the work that he is claiming he did, and I have proof.","{""utterances"": [{""utterance"": ""My name is Joel Garret, and I am calling to dispute a charge on my card 6989-4353-8976-5555 that occurred last month, on May 9th. The contractor never performed the work that he is claiming he did, and I have proof."", ""entityMatches"": [{""beginOffset"": 11, ""endOffset"": 22, ""originalString"": ""Joel Garret"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Joel Garret"", ""name"": ""Joel Garret"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 72, ""endOffset"": 91, ""originalString"": ""6989-4353-8976-5555"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6989-4353-8976-5555"", ""name"": ""6989-4353-8976-5555"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 106, ""endOffset"": 128, ""originalString"": ""last month, on May 9th"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last month, on May 9th"", ""name"": ""last month, on May 9th"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Joel Garret
CREDIT_DEBIT_NUMBER_PII: 6989-4353-8976-5555
DATE_TIME_PII: last month, on May 9th"
2991,22857,Please accept my driver's license number of YU878983Q.,"{""utterances"": [{""utterance"": ""Please accept my driver's license number of YU878983Q."", ""entityMatches"": [{""beginOffset"": 44, ""endOffset"": 53, ""originalString"": ""YU878983Q"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""YU878983Q"", ""name"": ""YU878983Q"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}",DRIVER_ID_US_PII: YU878983Q
1332,16404,"Hi Paul, the mimosa mix is a champagne based beverage that contains alcohol. I will need to see your drivers license first in order to sell you this product.","{""utterances"": [{""utterance"": ""Hi Paul, the mimosa mix is a champagne based beverage that contains alcohol. I will need to see your drivers license first in order to sell you this product."", ""entityMatches"": [{""beginOffset"": 3, ""endOffset"": 7, ""originalString"": ""Paul"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Paul"", ""name"": ""Paul"", ""entityName"": ""PERSON_PII""}}]}]}]}",PERSON_PII: Paul
2882,22644,"To Whom It May Concern. I would like to apply for a temporary driving permit as I will remain in the country for at least three months minimum for business reasons. My employer's current project will be here, so we won't be returning until after the project has completed. As required, I am attaching the application form, a copy of my US driver's license bearing the number EWR387898, and a copy of my passport bearing number 66553442. Thank you and I look forward to hearing from you to complete this process. Regards, Carl Brownston.","{""utterances"": [{""utterance"": ""To Whom It May Concern. I would like to apply for a temporary driving permit as I will remain in the country for at least three months minimum for business reasons. My employer's current project will be here, so we won't be returning until after the project has completed. As required, I am attaching the application form, a copy of my US driver's license bearing the number EWR387898, and a copy of my passport bearing number 66553442. Thank you and I look forward to hearing from you to complete this process. Regards, Carl Brownston."", ""entityMatches"": [{""beginOffset"": 122, ""endOffset"": 134, ""originalString"": ""three months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""three months"", ""name"": ""three months"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 375, ""endOffset"": 384, ""originalString"": ""EWR387898"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""EWR387898"", ""name"": ""EWR387898"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 427, ""endOffset"": 435, ""originalString"": ""66553442"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""66553442"", ""name"": ""66553442"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 521, ""endOffset"": 535, ""originalString"": ""Carl Brownston"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Carl Brownston"", ""name"": ""Carl Brownston"", ""entityName"": ""PERSON_PII""}}]}]}]}","DATE_TIME_PII: three months
DRIVER_ID_US_PII: EWR387898
PASSPORT_NUMBER_US_PII: 66553442
PERSON_PII: Carl Brownston"
257,14183,"Mr. Zelensky, good news, I've checked the stockroom and we do have another video monitor in the brand that you want. It's perfect for routing Zoom calls so your son can still sit in on classes while his leg is healing. Do I have this right, your card number is 5589-7325-4545-3534 and the date on the bottom is 25-Apr, yes? Fabulous, thanks for your patronage and remember, this monitor comes with a built-in 60-day warranty so if you have any trouble with it just call us during any business hour at (215) 774-8899.","{""utterances"": [{""utterance"": ""Mr. Zelensky, good news, I've checked the stockroom and we do have another video monitor in the brand that you want. It's perfect for routing Zoom calls so your son can still sit in on classes while his leg is healing. Do I have this right, your card number is 5589-7325-4545-3534 and the date on the bottom is 25-Apr, yes? Fabulous, thanks for your patronage and remember, this monitor comes with a built-in 60-day warranty so if you have any trouble with it just call us during any business hour at (215) 774-8899."", ""entityMatches"": [{""beginOffset"": 4, ""endOffset"": 12, ""originalString"": ""Zelensky"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Zelensky"", ""name"": ""Zelensky"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 261, ""endOffset"": 280, ""originalString"": ""5589-7325-4545-3534"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5589-7325-4545-3534"", ""name"": ""5589-7325-4545-3534"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 311, ""endOffset"": 317, ""originalString"": ""25-Apr"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""25-Apr"", ""name"": ""25-Apr"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}, {""beginOffset"": 409, ""endOffset"": 415, ""originalString"": ""60-day"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""60-day"", ""name"": ""60-day"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 493, ""endOffset"": 497, ""originalString"": ""hour"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""hour"", ""name"": ""hour"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 501, ""endOffset"": 515, ""originalString"": ""(215) 774-8899"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(215) 774-8899"", ""name"": ""(215) 774-8899"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Zelensky
CREDIT_DEBIT_NUMBER_PII: 5589-7325-4545-3534
CREDIT_DEBIT_EXPIRY_PII: 25-Apr
DATE_TIME_PII: 60-day
DATE_TIME_PII: hour
TELEPHONE_NUMBER_PII: (215) 774-8899"
782,14733,"Hi Wendell Bernat, this is Mrs. Janice Parks, I have checked my online account for the first time in a while and noticed that the credit card 4595-3348-2521-0900 you have on file to deduct the payments is incorrect. It was actually deactivated 3 months ago  due to a security breach on my bank. Please update the system with the new credit card number 3754-7989-4422-7231, expiration date 08/25 . Do you need the CVV as well? If you do, the CVV is 494.","{""utterances"": [{""utterance"": ""Hi Wendell Bernat, this is Mrs. Janice Parks, I have checked my online account for the first time in a while and noticed that the credit card 4595-3348-2521-0900 you have on file to deduct the payments is incorrect. It was actually deactivated 3 months ago  due to a security breach on my bank. Please update the system with the new credit card number 3754-7989-4422-7231, expiration date 08/25 . Do you need the CVV as well? If you do, the CVV is 494."", ""entityMatches"": [{""beginOffset"": 3, ""endOffset"": 17, ""originalString"": ""Wendell Bernat"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Wendell Bernat"", ""name"": ""Wendell Bernat"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 32, ""endOffset"": 44, ""originalString"": ""Janice Parks"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Janice Parks"", ""name"": ""Janice Parks"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 142, ""endOffset"": 161, ""originalString"": ""4595-3348-2521-0900"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4595-3348-2521-0900"", ""name"": ""4595-3348-2521-0900"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 244, ""endOffset"": 252, ""originalString"": ""3 months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3 months"", ""name"": ""3 months"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 352, ""endOffset"": 371, ""originalString"": ""3754-7989-4422-7231"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3754-7989-4422-7231"", ""name"": ""3754-7989-4422-7231"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 389, ""endOffset"": 395, ""originalString"": ""08/25 "", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""08/25 "", ""name"": ""08/25 "", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: Wendell Bernat
PERSON_PII: Janice Parks
CREDIT_DEBIT_NUMBER_PII: 4595-3348-2521-0900
DATE_TIME_PII: 3 months
CREDIT_DEBIT_NUMBER_PII: 3754-7989-4422-7231
CREDIT_DEBIT_EXPIRY_PII: 08/25 "
2324,17481,"Tommy wrote a check out of his bank account number 53428972 to pay to have his passport with ID number 66553442 renewed, however the Department of State would only take a certified check.","{""utterances"": [{""utterance"": ""Tommy wrote a check out of his bank account number 53428972 to pay to have his passport with ID number 66553442 renewed, however the Department of State would only take a certified check."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Tommy"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Tommy"", ""name"": ""Tommy"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 51, ""endOffset"": 59, ""originalString"": ""53428972"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""53428972"", ""name"": ""53428972"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 103, ""endOffset"": 111, ""originalString"": ""66553442"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""66553442"", ""name"": ""66553442"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","PERSON_PII: Tommy
BANK_ACCOUNT_NUMBER_PII: 53428972
PASSPORT_NUMBER_US_PII: 66553442"
908,14869,"Cameron had to call his wife to get her taxpayer ID number when he was working on some tax documents. She didn't know it off the top of her head though, but she was able to find it while she was on the phone. She gave him the number 893-54-8853.","{""utterances"": [{""utterance"": ""Cameron had to call his wife to get her taxpayer ID number when he was working on some tax documents. She didn't know it off the top of her head though, but she was able to find it while she was on the phone. She gave him the number 893-54-8853."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 7, ""originalString"": ""Cameron"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Cameron"", ""name"": ""Cameron"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 233, ""endOffset"": 244, ""originalString"": ""893-54-8853"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""893-54-8853"", ""name"": ""893-54-8853"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}]}]}","PERSON_PII: Cameron
TAXPAYER_ID_US_PII: 893-54-8853"
977,16041,"Sally, can you confirm an order was received and give me an idea of the shipping time? The confirmation number is 43rfS3A. Yes, I paid with 1247. Okay, so it should be here early next week? Okay, not a problem. I appreciate your help.","{""utterances"": [{""utterance"": ""Sally, can you confirm an order was received and give me an idea of the shipping time? The confirmation number is 43rfS3A. Yes, I paid with 1247. Okay, so it should be here early next week? Okay, not a problem. I appreciate your help."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Sally"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Sally"", ""name"": ""Sally"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 140, ""endOffset"": 144, ""originalString"": ""1247"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""1247"", ""name"": ""1247"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 179, ""endOffset"": 188, ""originalString"": ""next week"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""next week"", ""name"": ""next week"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Sally
CREDIT_DEBIT_NUMBER_PII: 1247
DATE_TIME_PII: next week"
3290,23825,"Hi, this is Romeo Jones. I want to open an account. My Social Security number is 869-84-4789.","{""utterances"": [{""utterance"": ""Hi, this is Romeo Jones. I want to open an account. My Social Security number is 869-84-4789."", ""entityMatches"": [{""beginOffset"": 12, ""endOffset"": 23, ""originalString"": ""Romeo Jones"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Romeo Jones"", ""name"": ""Romeo Jones"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 81, ""endOffset"": 92, ""originalString"": ""869-84-4789"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""869-84-4789"", ""name"": ""869-84-4789"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Romeo Jones
SSN_PII: 869-84-4789"
583,14522,I just moved in from Memphis and I needed a new driving license. My social security number is 858-93-3677 and my passport number is 478567234. I'd appreciate if you could walk me through the process.,"{""utterances"": [{""utterance"": ""I just moved in from Memphis and I needed a new driving license. My social security number is 858-93-3677 and my passport number is 478567234. I'd appreciate if you could walk me through the process."", ""entityMatches"": [{""beginOffset"": 94, ""endOffset"": 105, ""originalString"": ""858-93-3677"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""858-93-3677"", ""name"": ""858-93-3677"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 132, ""endOffset"": 141, ""originalString"": ""478567234"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""478567234"", ""name"": ""478567234"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","SSN_PII: 858-93-3677
PASSPORT_NUMBER_US_PII: 478567234"
3289,23816,I recently got married. I am here to notify or update my status. My SSN is 858-93-3677. I was told I need to fill out some forms. Can you assist me on what forms these are?,"{""utterances"": [{""utterance"": ""I recently got married. I am here to notify or update my status. My SSN is 858-93-3677. I was told I need to fill out some forms. Can you assist me on what forms these are?"", ""entityMatches"": [{""beginOffset"": 75, ""endOffset"": 86, ""originalString"": ""858-93-3677"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""858-93-3677"", ""name"": ""858-93-3677"", ""entityName"": ""SSN_PII""}}]}]}]}",SSN_PII: 858-93-3677
2224,17364,"Well I would be able to help you with that and this may help me kick start my amateur detective career. I have taken note of the license plate numbers HYA95984 and 7WOW453. I will do my best to turn every piece of metal looking for your cars!. I will need some funds in order to travel back and forth to the junkyard, as it is located in the outskirts of the city. If you can, please transfer $200.00 to my bank account 29704284, this is the bank routing number 47878733. Please write down the best phone number and hours to reach you with any updates so you can contact the police immediately, time's effect!","{""utterances"": [{""utterance"": ""Well I would be able to help you with that and this may help me kick start my amateur detective career. I have taken note of the license plate numbers HYA95984 and 7WOW453. I will do my best to turn every piece of metal looking for your cars!. I will need some funds in order to travel back and forth to the junkyard, as it is located in the outskirts of the city. If you can, please transfer $200.00 to my bank account 29704284, this is the bank routing number 47878733. Please write down the best phone number and hours to reach you with any updates so you can contact the police immediately, time's effect!"", ""entityMatches"": [{""beginOffset"": 151, ""endOffset"": 159, ""originalString"": ""HYA95984"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""HYA95984"", ""name"": ""HYA95984"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}, {""beginOffset"": 164, ""endOffset"": 171, ""originalString"": ""7WOW453"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""7WOW453"", ""name"": ""7WOW453"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}, {""beginOffset"": 420, ""endOffset"": 428, ""originalString"": ""29704284"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""29704284"", ""name"": ""29704284"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 462, ""endOffset"": 470, ""originalString"": ""47878733"", ""matchedEntities"": [{""entityName"": ""BANK_ROUTING_PII"", ""score"": 1.0, ""value"": {""originalString"": ""47878733"", ""name"": ""47878733"", ""entityName"": ""BANK_ROUTING_PII""}}]}, {""beginOffset"": 516, ""endOffset"": 521, ""originalString"": ""hours"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""hours"", ""name"": ""hours"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","LICENSE_PLATE_NUMBER_PII: HYA95984
LICENSE_PLATE_NUMBER_PII: 7WOW453
BANK_ACCOUNT_NUMBER_PII: 29704284
BANK_ROUTING_PII: 47878733
DATE_TIME_PII: hours"
1834,16930,Is there a way to check online to see if my US passport with ID number L5676239 has been revoked?,"{""utterances"": [{""utterance"": ""Is there a way to check online to see if my US passport with ID number L5676239 has been revoked?"", ""entityMatches"": [{""beginOffset"": 71, ""endOffset"": 79, ""originalString"": ""L5676239"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""L5676239"", ""name"": ""L5676239"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}",PASSPORT_NUMBER_US_PII: L5676239
373,14303,Hi. This is Patricia Jones. I'm calling to find out the date and time of my next appointment with Dr. Mabry. I can be reached at (323) 877-9444.,"{""utterances"": [{""utterance"": ""Hi. This is Patricia Jones. I'm calling to find out the date and time of my next appointment with Dr. Mabry. I can be reached at (323) 877-9444."", ""entityMatches"": [{""beginOffset"": 12, ""endOffset"": 26, ""originalString"": ""Patricia Jones"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Patricia Jones"", ""name"": ""Patricia Jones"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 102, ""endOffset"": 107, ""originalString"": ""Mabry"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Mabry"", ""name"": ""Mabry"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 129, ""endOffset"": 143, ""originalString"": ""(323) 877-9444"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(323) 877-9444"", ""name"": ""(323) 877-9444"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Patricia Jones
PERSON_PII: Mabry
TELEPHONE_NUMBER_PII: (323) 877-9444"
329,14259,My Xbox doesn´t work and it seems the serial number was never registered. I called their customer service at (240) 874-4787 but they weren't much help.,"{""utterances"": [{""utterance"": ""My Xbox doesn\u00b4t work and it seems the serial number was never registered. I called their customer service at (240) 874-4787 but they weren't much help."", ""entityMatches"": [{""beginOffset"": 109, ""endOffset"": 123, ""originalString"": ""(240) 874-4787"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(240) 874-4787"", ""name"": ""(240) 874-4787"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}",TELEPHONE_NUMBER_PII: (240) 874-4787
1310,16380,"I have recently purchased my parent's old house. Since it is a real estate transaction, I will need to provide my 908-12-3432 to my accountant to file an information return with the IRS.","{""utterances"": [{""utterance"": ""I have recently purchased my parent's old house. Since it is a real estate transaction, I will need to provide my 908-12-3432 to my accountant to file an information return with the IRS."", ""entityMatches"": [{""beginOffset"": 114, ""endOffset"": 125, ""originalString"": ""908-12-3432"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""908-12-3432"", ""name"": ""908-12-3432"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}]}]}",TAXPAYER_ID_US_PII: 908-12-3432
2080,17211,"Hi Karla. I think after reviewing, I found out why your payment to join the bus tour didn't go through. Yeah, it's because the company that runs the program is based somewhere in Mexico, and their bank happens to be there. So, you'll need a Swift code. I said a Swift code! It's like a routing number but it's for international transactions. Yeah, I called them. Ready? It's AIWWQING380. Right. The account number is 74071589. Yes, you still need a routing number. It's 58946378. Do you want me to do it? No? Okay, thanks I've been dealing with this for sometime and sure would like to get it out of the way. Talk to you later. Bye. Take care and stay safe","{""utterances"": [{""utterance"": ""Hi Karla. I think after reviewing, I found out why your payment to join the bus tour didn't go through. Yeah, it's because the company that runs the program is based somewhere in Mexico, and their bank happens to be there. So, you'll need a Swift code. I said a Swift code! It's like a routing number but it's for international transactions. Yeah, I called them. Ready? It's AIWWQING380. Right. The account number is 74071589. Yes, you still need a routing number. It's 58946378. Do you want me to do it? No? Okay, thanks I've been dealing with this for sometime and sure would like to get it out of the way. Talk to you later. Bye. Take care and stay safe"", ""entityMatches"": [{""beginOffset"": 3, ""endOffset"": 8, ""originalString"": ""Karla"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Karla"", ""name"": ""Karla"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 375, ""endOffset"": 386, ""originalString"": ""AIWWQING380"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""AIWWQING380"", ""name"": ""AIWWQING380"", ""entityName"": ""BANK_SWIFT_PII""}}]}, {""beginOffset"": 417, ""endOffset"": 425, ""originalString"": ""74071589"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""74071589"", ""name"": ""74071589"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 470, ""endOffset"": 478, ""originalString"": ""58946378"", ""matchedEntities"": [{""entityName"": ""BANK_ROUTING_PII"", ""score"": 1.0, ""value"": {""originalString"": ""58946378"", ""name"": ""58946378"", ""entityName"": ""BANK_ROUTING_PII""}}]}]}]}","PERSON_PII: Karla
BANK_SWIFT_PII: AIWWQING380
BANK_ACCOUNT_NUMBER_PII: 74071589
BANK_ROUTING_PII: 58946378"
2004,17126,"When working on the 1099 his employer provided, Jason wrote in his social security number 438-98-7842. He has just started the job as lead installer at a granite countertop company a few months ago.","{""utterances"": [{""utterance"": ""When working on the 1099 his employer provided, Jason wrote in his social security number 438-98-7842. He has just started the job as lead installer at a granite countertop company a few months ago."", ""entityMatches"": [{""beginOffset"": 48, ""endOffset"": 53, ""originalString"": ""Jason"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jason"", ""name"": ""Jason"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 90, ""endOffset"": 101, ""originalString"": ""438-98-7842"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""438-98-7842"", ""name"": ""438-98-7842"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 183, ""endOffset"": 193, ""originalString"": ""few months"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""few months"", ""name"": ""few months"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Jason
SSN_PII: 438-98-7842
DATE_TIME_PII: few months"
446,14384,"Hello, 

I'm calling as I was at the supermarket and the cashier swiped my credit card number 5478-4343-8893-7212 around 4 times. I checked several times and no other charge has been reflected on the account, but I wanted to make sure that it won't happen again. I can send you all the receipts she generated from the transaction.  It just doesn't seem professional and with all the fraud around, it made me really worried.  I've had nothing but good experiences at Uwajumaiya with the best fruit and vegetables around but this made me think twice about coming back in the future.    

thank you.","{""utterances"": [{""utterance"": ""Hello, \n\nI'm calling as I was at the supermarket and the cashier swiped my credit card number 5478-4343-8893-7212 around 4 times. I checked several times and no other charge has been reflected on the account, but I wanted to make sure that it won't happen again. I can send you all the receipts she generated from the transaction.  It just doesn't seem professional and with all the fraud around, it made me really worried.  I've had nothing but good experiences at Uwajumaiya with the best fruit and vegetables around but this made me think twice about coming back in the future.    \n\nthank you."", ""entityMatches"": [{""beginOffset"": 94, ""endOffset"": 113, ""originalString"": ""5478-4343-8893-7212"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5478-4343-8893-7212"", ""name"": ""5478-4343-8893-7212"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}",CREDIT_DEBIT_NUMBER_PII: 5478-4343-8893-7212
