,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
1192,25010,Carliegh sent a check out of her account 53428972 to her insurance company to pay for insurance on her car with license plate number LPH3562.,"{""utterances"": [{""utterance"": ""Carliegh sent a check out of her account 53428972 to her insurance company to pay for insurance on her car with license plate number LPH3562."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 8, ""originalString"": ""Carliegh"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Carliegh"", ""name"": ""Carliegh"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 41, ""endOffset"": 49, ""originalString"": ""53428972"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""53428972"", ""name"": ""53428972"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 133, ""endOffset"": 140, ""originalString"": ""LPH3562"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""LPH3562"", ""name"": ""LPH3562"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}","PERSON_PII: Carliegh
BANK_ACCOUNT_NUMBER_PII: 53428972
LICENSE_PLATE_NUMBER_PII: LPH3562"
511,23324,"Hey there. Hope all is going wellAll you have to do to order a pizza online through your delivery app is type in your information such as your credit card number 3754-7989-4422-7231, if you don't have one you can register your debit card 5589-7325-4545-3534, your expiry date 7/2022, your security code, also called CVV, along with your name and address. Then you just have to order your pizza and that's practically it! Give it a try, and if you need additional assistance or have other questions, please don't hesitate to reach out!","{""utterances"": [{""utterance"": ""Hey there. Hope all is going wellAll you have to do to order a pizza online through your delivery app is type in your information such as your credit card number 3754-7989-4422-7231, if you don't have one you can register your debit card 5589-7325-4545-3534, your expiry date 7/2022, your security code, also called CVV, along with your name and address. Then you just have to order your pizza and that's practically it! Give it a try, and if you need additional assistance or have other questions, please don't hesitate to reach out!"", ""entityMatches"": [{""beginOffset"": 162, ""endOffset"": 181, ""originalString"": ""3754-7989-4422-7231"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3754-7989-4422-7231"", ""name"": ""3754-7989-4422-7231"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 238, ""endOffset"": 257, ""originalString"": ""5589-7325-4545-3534"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5589-7325-4545-3534"", ""name"": ""5589-7325-4545-3534"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 276, ""endOffset"": 282, ""originalString"": ""7/2022"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""7/2022"", ""name"": ""7/2022"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","CREDIT_DEBIT_NUMBER_PII: 3754-7989-4422-7231
CREDIT_DEBIT_NUMBER_PII: 5589-7325-4545-3534
CREDIT_DEBIT_EXPIRY_PII: 7/2022"
2242,25522,"I'm a proud transgender female and got married recently to my partner last May thanks to the new laws in this country allowing for marriage equality. I am so excited to change my last name on my driver's license using my partner's last name.  I am very traditional and want us to share the same last name so we are like a real family.  Also, with a last name like ""Hooker"", I can't wait to have a name where people don't make fun of me anymore.  It was hell growing up with this name.  My social security number is 890-65-5634 and my passport number is U3099678.","{""utterances"": [{""utterance"": ""I'm a proud transgender female and got married recently to my partner last May thanks to the new laws in this country allowing for marriage equality. I am so excited to change my last name on my driver's license using my partner's last name.  I am very traditional and want us to share the same last name so we are like a real family.  Also, with a last name like \""Hooker\"", I can't wait to have a name where people don't make fun of me anymore.  It was hell growing up with this name.  My social security number is 890-65-5634 and my passport number is U3099678."", ""entityMatches"": [{""beginOffset"": 70, ""endOffset"": 78, ""originalString"": ""last May"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last May"", ""name"": ""last May"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 365, ""endOffset"": 371, ""originalString"": ""Hooker"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Hooker"", ""name"": ""Hooker"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 515, ""endOffset"": 526, ""originalString"": ""890-65-5634"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""890-65-5634"", ""name"": ""890-65-5634"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 553, ""endOffset"": 561, ""originalString"": ""U3099678"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""U3099678"", ""name"": ""U3099678"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","DATE_TIME_PII: last May
PERSON_PII: Hooker
SSN_PII: 890-65-5634
PASSPORT_NUMBER_US_PII: U3099678"
1362,24592,"I would like to inquire about getting a housing loan. My name is Madison Smith with Social Security number 575-90-7554. Please send me the needed requirements. Thank you,","{""utterances"": [{""utterance"": ""I would like to inquire about getting a housing loan. My name is Madison Smith with Social Security number 575-90-7554. Please send me the needed requirements. Thank you,"", ""entityMatches"": [{""beginOffset"": 65, ""endOffset"": 78, ""originalString"": ""Madison Smith"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Madison Smith"", ""name"": ""Madison Smith"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 107, ""endOffset"": 118, ""originalString"": ""575-90-7554"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""575-90-7554"", ""name"": ""575-90-7554"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Madison Smith
SSN_PII: 575-90-7554"
2213,17831,"The place was renovated on March 15th, 2022. We reopened in March 18th, 2022 and the building is a work of art.","{""utterances"": [{""utterance"": ""The place was renovated on March 15th, 2022. We reopened in March 18th, 2022 and the building is a work of art."", ""entityMatches"": [{""beginOffset"": 27, ""endOffset"": 43, ""originalString"": ""March 15th, 2022"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""March 15th, 2022"", ""name"": ""March 15th, 2022"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 60, ""endOffset"": 76, ""originalString"": ""March 18th, 2022"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""March 18th, 2022"", ""name"": ""March 18th, 2022"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","DATE_TIME_PII: March 15th, 2022
DATE_TIME_PII: March 18th, 2022"
832,25895,"Hi, Mr. Jones has submitted his taxpayer identification ID 784-22-4878 and is now ready to apply. He also holds a passport numbered S4099678 as well as Social Security number 850-65-5634. You may now reach him at (582) 488-2543 to inform him of his upcoming interview. Thanks!","{""utterances"": [{""utterance"": ""Hi, Mr. Jones has submitted his taxpayer identification ID 784-22-4878 and is now ready to apply. He also holds a passport numbered S4099678 as well as Social Security number 850-65-5634. You may now reach him at (582) 488-2543 to inform him of his upcoming interview. Thanks!"", ""entityMatches"": [{""beginOffset"": 8, ""endOffset"": 13, ""originalString"": ""Jones"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jones"", ""name"": ""Jones"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 59, ""endOffset"": 70, ""originalString"": ""784-22-4878"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""784-22-4878"", ""name"": ""784-22-4878"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}, {""beginOffset"": 78, ""endOffset"": 81, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 132, ""endOffset"": 140, ""originalString"": ""S4099678"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""S4099678"", ""name"": ""S4099678"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 175, ""endOffset"": 186, ""originalString"": ""850-65-5634"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""850-65-5634"", ""name"": ""850-65-5634"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 196, ""endOffset"": 199, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 213, ""endOffset"": 227, ""originalString"": ""(582) 488-2543"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 488-2543"", ""name"": ""(582) 488-2543"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Jones
TAXPAYER_ID_US_PII: 784-22-4878
DATE_TIME_PII: now
PASSPORT_NUMBER_US_PII: S4099678
SSN_PII: 850-65-5634
DATE_TIME_PII: now
TELEPHONE_NUMBER_PII: (582) 488-2543"
2470,23629,"Yesha needed to provide her social security number in order to get the cellphone postpaid plan she requested, according to the lady. Yesha's social security number is "" 890-66-3671 "", and she'll have to wait for them to process it. Unfortunately, the cellphone postpaid plan she liked is no longer available, and she will have to choose from other selections.","{""utterances"": [{""utterance"": ""Yesha needed to provide her social security number in order to get the cellphone postpaid plan she requested, according to the lady. Yesha's social security number is \"" 890-66-3671 \"", and she'll have to wait for them to process it. Unfortunately, the cellphone postpaid plan she liked is no longer available, and she will have to choose from other selections."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Yesha"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Yesha"", ""name"": ""Yesha"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 133, ""endOffset"": 138, ""originalString"": ""Yesha"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Yesha"", ""name"": ""Yesha"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 169, ""endOffset"": 180, ""originalString"": ""890-66-3671"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""890-66-3671"", ""name"": ""890-66-3671"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Yesha
PERSON_PII: Yesha
SSN_PII: 890-66-3671"
2241,25937,"I informed her that my taxpayer identification number is 543-46-2567 and inquired whether it was necessary to provide it. This always makes me nervous with all the anti-immigrant activity that happens in Mississippi.  Kyla was very friendly and comforting actually.  She stated that the government requires it as an alternative to the social security fopr tax purposes.  She also reassured me that this was not something that could legally be shared with anyone outside of their office and definitely not the police.   And I replied, ""Ah, okay, thank you for informing me about that.""","{""utterances"": [{""utterance"": ""I informed her that my taxpayer identification number is 543-46-2567 and inquired whether it was necessary to provide it. This always makes me nervous with all the anti-immigrant activity that happens in Mississippi.  Kyla was very friendly and comforting actually.  She stated that the government requires it as an alternative to the social security fopr tax purposes.  She also reassured me that this was not something that could legally be shared with anyone outside of their office and definitely not the police.   And I replied, \""Ah, okay, thank you for informing me about that.\"""", ""entityMatches"": [{""beginOffset"": 57, ""endOffset"": 68, ""originalString"": ""543-46-2567"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""543-46-2567"", ""name"": ""543-46-2567"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}, {""beginOffset"": 218, ""endOffset"": 222, ""originalString"": ""Kyla"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Kyla"", ""name"": ""Kyla"", ""entityName"": ""PERSON_PII""}}]}]}]}","TAXPAYER_ID_US_PII: 543-46-2567
PERSON_PII: Kyla"
2406,24536,"Mr. Hogan, this is Jeff Young from Bank of America. I'm sorry our automated service gave you so much grief. I can certainly understand your frustration. From now on, please call my direct number at (202) 567-3235. If I'm in the office, I will pick up the phone. If not, I will gladly get back to you as soon as I hear your message.","{""utterances"": [{""utterance"": ""Mr. Hogan, this is Jeff Young from Bank of America. I'm sorry our automated service gave you so much grief. I can certainly understand your frustration. From now on, please call my direct number at (202) 567-3235. If I'm in the office, I will pick up the phone. If not, I will gladly get back to you as soon as I hear your message."", ""entityMatches"": [{""beginOffset"": 4, ""endOffset"": 9, ""originalString"": ""Hogan"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Hogan"", ""name"": ""Hogan"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 19, ""endOffset"": 29, ""originalString"": ""Jeff Young"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jeff Young"", ""name"": ""Jeff Young"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 158, ""endOffset"": 161, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 198, ""endOffset"": 212, ""originalString"": ""(202) 567-3235"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(202) 567-3235"", ""name"": ""(202) 567-3235"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Hogan
PERSON_PII: Jeff Young
DATE_TIME_PII: now
TELEPHONE_NUMBER_PII: (202) 567-3235"
1178,25035,The US Marshalls were looking for a black Toyota Camry with the license plate number 6Y30077. They had received a tip that one of the fugitives they were looking for was seen crossing North Carolina state lines into South Carolina.,"{""utterances"": [{""utterance"": ""The US Marshalls were looking for a black Toyota Camry with the license plate number 6Y30077. They had received a tip that one of the fugitives they were looking for was seen crossing North Carolina state lines into South Carolina."", ""entityMatches"": [{""beginOffset"": 85, ""endOffset"": 92, ""originalString"": ""6Y30077"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6Y30077"", ""name"": ""6Y30077"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}",LICENSE_PLATE_NUMBER_PII: 6Y30077
1822,23174,I would like to check that I wrote down my correct Social Security number which is 342-66-9987 as a requirement for opening a bank account.,"{""utterances"": [{""utterance"": ""I would like to check that I wrote down my correct Social Security number which is 342-66-9987 as a requirement for opening a bank account."", ""entityMatches"": [{""beginOffset"": 83, ""endOffset"": 94, ""originalString"": ""342-66-9987"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""342-66-9987"", ""name"": ""342-66-9987"", ""entityName"": ""SSN_PII""}}]}]}]}",SSN_PII: 342-66-9987
375,24560,"I appreciate you taking my call, Mel. I'm calling because I can't get my debit card to work at the ATM. I've tried three different machines, so I'm thinking it's my card. Sure, my name is Dave Mustaine. The card I'm calling about is 4789-4898-4787-3311. You can have another card mailed out to me by tomorrow? That's fantastic, thanks very much.","{""utterances"": [{""utterance"": ""I appreciate you taking my call, Mel. I'm calling because I can't get my debit card to work at the ATM. I've tried three different machines, so I'm thinking it's my card. Sure, my name is Dave Mustaine. The card I'm calling about is 4789-4898-4787-3311. You can have another card mailed out to me by tomorrow? That's fantastic, thanks very much."", ""entityMatches"": [{""beginOffset"": 33, ""endOffset"": 36, ""originalString"": ""Mel"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Mel"", ""name"": ""Mel"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 188, ""endOffset"": 201, ""originalString"": ""Dave Mustaine"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Dave Mustaine"", ""name"": ""Dave Mustaine"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 233, ""endOffset"": 252, ""originalString"": ""4789-4898-4787-3311"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4789-4898-4787-3311"", ""name"": ""4789-4898-4787-3311"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 300, ""endOffset"": 308, ""originalString"": ""tomorrow"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""tomorrow"", ""name"": ""tomorrow"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Mel
PERSON_PII: Dave Mustaine
CREDIT_DEBIT_NUMBER_PII: 4789-4898-4787-3311
DATE_TIME_PII: tomorrow"
2442,23931,"""My name is Danielle and I want to schedule an appointment on April 30. Do you accept company insurance in your clinic""

""We only accept Medicaid that only covers 60% worth of service and medicine. But we have payment plan charge to your credit card.""

""I only need my tooth extracted.""

""Yeah sure, our location is in 8405 6th St Leighton, Alabama 35672 and we'll be glad to see you on April 30. I have your phone number (228) 777-9898 here already saved. And if anything changes give us a call okay?""","{""utterances"": [{""utterance"": ""\""My name is Danielle and I want to schedule an appointment on April 30. Do you accept company insurance in your clinic\""\n\n\""We only accept Medicaid that only covers 60% worth of service and medicine. But we have payment plan charge to your credit card.\""\n\n\""I only need my tooth extracted.\""\n\n\""Yeah sure, our location is in 8405 6th St Leighton, Alabama 35672 and we'll be glad to see you on April 30. I have your phone number (228) 777-9898 here already saved. And if anything changes give us a call okay?\"""", ""entityMatches"": [{""beginOffset"": 12, ""endOffset"": 20, ""originalString"": ""Danielle"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Danielle"", ""name"": ""Danielle"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 62, ""endOffset"": 70, ""originalString"": ""April 30"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 30"", ""name"": ""April 30"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 319, ""endOffset"": 354, ""originalString"": ""8405 6th St Leighton, Alabama 35672"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""8405 6th St Leighton, Alabama 35672"", ""name"": ""8405 6th St Leighton, Alabama 35672"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 387, ""endOffset"": 395, ""originalString"": ""April 30"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""April 30"", ""name"": ""April 30"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 422, ""endOffset"": 436, ""originalString"": ""(228) 777-9898"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(228) 777-9898"", ""name"": ""(228) 777-9898"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Danielle
DATE_TIME_PII: April 30
ADDRESS_PII: 8405 6th St Leighton, Alabama 35672
DATE_TIME_PII: April 30
TELEPHONE_NUMBER_PII: (228) 777-9898"
1576,23921,Hi. My name is Joseph. I would like to change the delivery address of my package from 1212 West Elm to 2121 West Elm. I noticed that I placed the wrong address.,"{""utterances"": [{""utterance"": ""Hi. My name is Joseph. I would like to change the delivery address of my package from 1212 West Elm to 2121 West Elm. I noticed that I placed the wrong address."", ""entityMatches"": [{""beginOffset"": 15, ""endOffset"": 21, ""originalString"": ""Joseph"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Joseph"", ""name"": ""Joseph"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 86, ""endOffset"": 99, ""originalString"": ""1212 West Elm"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""1212 West Elm"", ""name"": ""1212 West Elm"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 103, ""endOffset"": 116, ""originalString"": ""2121 West Elm"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2121 West Elm"", ""name"": ""2121 West Elm"", ""entityName"": ""ADDRESS_PII""}}]}]}]}","PERSON_PII: Joseph
ADDRESS_PII: 1212 West Elm
ADDRESS_PII: 2121 West Elm"
1298,24720,Call Lester and tell him to acquire the payments from this account 59269744 to settle the remaining sum we owe Schenieder Electric.,"{""utterances"": [{""utterance"": ""Call Lester and tell him to acquire the payments from this account 59269744 to settle the remaining sum we owe Schenieder Electric."", ""entityMatches"": [{""beginOffset"": 5, ""endOffset"": 11, ""originalString"": ""Lester"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Lester"", ""name"": ""Lester"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 67, ""endOffset"": 75, ""originalString"": ""59269744"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""59269744"", ""name"": ""59269744"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","PERSON_PII: Lester
BANK_ACCOUNT_NUMBER_PII: 59269744"
2357,22068,"Dear Mr. Jones: I hope that everything is going well.

Thank you very much for your prompt response. I have to accept the consequences of my mistake, so would you please help me make the wire transfer for US$350.00 from my bank account number 86918937 to Green and Wild's shop, account number 12958589. The USB Bank address is Kopfhölzistrasse 52 Le Brassus 1348 Switzerland and the swift code is  REQGB332875. Thank you. Kind regards, Ian Stocks. Thank you very much in advance for the help you can provide.","{""utterances"": [{""utterance"": ""Dear Mr. Jones: I hope that everything is going well.\n\nThank you very much for your prompt response. I have to accept the consequences of my mistake, so would you please help me make the wire transfer for US$350.00 from my bank account number 86918937 to Green and Wild's shop, account number 12958589. The USB Bank address is Kopfh\u00f6lzistrasse 52 Le Brassus 1348 Switzerland and the swift code is  REQGB332875. Thank you. Kind regards, Ian Stocks. Thank you very much in advance for the help you can provide."", ""entityMatches"": [{""beginOffset"": 9, ""endOffset"": 14, ""originalString"": ""Jones"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jones"", ""name"": ""Jones"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 243, ""endOffset"": 251, ""originalString"": ""86918937"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""86918937"", ""name"": ""86918937"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 293, ""endOffset"": 301, ""originalString"": ""12958589"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""12958589"", ""name"": ""12958589"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 327, ""endOffset"": 374, ""originalString"": ""Kopfh\u00f6lzistrasse 52 Le Brassus 1348 Switzerland"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Kopfh\u00f6lzistrasse 52 Le Brassus 1348 Switzerland"", ""name"": ""Kopfh\u00f6lzistrasse 52 Le Brassus 1348 Switzerland"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 398, ""endOffset"": 409, ""originalString"": ""REQGB332875"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""REQGB332875"", ""name"": ""REQGB332875"", ""entityName"": ""BANK_SWIFT_PII""}}]}, {""beginOffset"": 436, ""endOffset"": 446, ""originalString"": ""Ian Stocks"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Ian Stocks"", ""name"": ""Ian Stocks"", ""entityName"": ""PERSON_PII""}}]}]}]}","PERSON_PII: Jones
BANK_ACCOUNT_NUMBER_PII: 86918937
BANK_ACCOUNT_NUMBER_PII: 12958589
ADDRESS_PII: Kopfhölzistrasse 52 Le Brassus 1348 Switzerland
BANK_SWIFT_PII: REQGB332875
PERSON_PII: Ian Stocks"
991,25507,"Hello Ms. Hugo, I need to see your ticket and your passport up close before you can board the plane.","{""utterances"": [{""utterance"": ""Hello Ms. Hugo, I need to see your ticket and your passport up close before you can board the plane."", ""entityMatches"": [{""beginOffset"": 10, ""endOffset"": 14, ""originalString"": ""Hugo"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Hugo"", ""name"": ""Hugo"", ""entityName"": ""PERSON_PII""}}]}]}]}",PERSON_PII: Hugo
1189,25016,I am here to process my retirement claims. I have my social security card with me and the number is 438-98-7842.,"{""utterances"": [{""utterance"": ""I am here to process my retirement claims. I have my social security card with me and the number is 438-98-7842."", ""entityMatches"": [{""beginOffset"": 100, ""endOffset"": 111, ""originalString"": ""438-98-7842"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""438-98-7842"", ""name"": ""438-98-7842"", ""entityName"": ""SSN_PII""}}]}]}]}",SSN_PII: 438-98-7842
753,22376,I received an email from the SSA office reminding me that I've had an outstanding loan since January 30th. I replied and told them to check once again my SSN which is 890-65-5634 as I cannot remember that I requested for a loan under my SSN. I am thinking that maybe they sent it to the wrong person or someone used my account to borrow money.,"{""utterances"": [{""utterance"": ""I received an email from the SSA office reminding me that I've had an outstanding loan since January 30th. I replied and told them to check once again my SSN which is 890-65-5634 as I cannot remember that I requested for a loan under my SSN. I am thinking that maybe they sent it to the wrong person or someone used my account to borrow money."", ""entityMatches"": [{""beginOffset"": 93, ""endOffset"": 105, ""originalString"": ""January 30th"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""January 30th"", ""name"": ""January 30th"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 167, ""endOffset"": 178, ""originalString"": ""890-65-5634"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""890-65-5634"", ""name"": ""890-65-5634"", ""entityName"": ""SSN_PII""}}]}]}]}","DATE_TIME_PII: January 30th
SSN_PII: 890-65-5634"
